1006,Julia,Bruhn,f,Rilkestr. 92,93152,Nittendorf
1007,Klara,Hopf,f,Dahlienweg 93,91710,Gunzenhausen
1008,Krystyna,Backes,f,Adolph-Kolping-Anlage 74,64846,Groß-Zimmern
1009,Käthe,Freese,f,Hohner Kirchweg 28,29303,Bergen
1010,Leni,Pusch,f,Kalbsgasse 77,63762,Großostheim
1011,Lia,Wilkens,f,Rosenstr. 12,71404,Korb
1012,Lina,Buchmann,f,Hessenstr. 84,88451,Dettingen an der Iller
1013,Liya,Rasch,f,An der Kirche 52,34632,Jesberg
1014,Lotta,Friese,f,Mittelstr. 18,04509,Delitzsch
1015,Louisa,Waldmann,f,Galgenweg 5,78532,Tuttlingen
1016,Lynn,Bosse,f,Auf dem Triesch 92,34587,Felsberg
1017,Maeve,Wilken,f,Am Sonnenhang 20,56269,Dierdorf
1018,Maja,Daum,f,Töpfermarkt 20,99310,Witzleben
1019,Malin,Demir,f,Roseggerstr. 88,63927,Bürgstadt
1020,Margarethe,Finger,f,Bettina-von-Arnim-Str. 34,15711,Königs Wusterhausen
1021,Marianne,Holzapfel,f,Südstr. 34,66894,Martinshöhe
1023,Masal,Rauscher,f,Hintertorstr. 87,74078,Heilbronn
1024,Mathilda,Reichardt,f,Lenzener Str. 69,19348,Perleberg
1025,Matilda,Merk,f,Esmarchstr. 21,42283,Wuppertal
1026,Maxine,Schreier,f,Am Redder 31,24568,Kaltenkirchen
1027,Merle,Tillmann,f,Richard-Wagner-Str. 1,49610,Quakenbrück
1028,Meryem,Siegert,f,Am Bach 89,01640,Coswig
1029,Michelle,Steinmann,f,Mittelstr. 69,16303,Schwedt/Oder
1030,Milena,Metzner,f,Sorgwohld 36,24811,Owschlag
1031,Mimi,Rieck,f,Am Laabersteg 72,84056,Rottenburg a. d. Laaber
1032,Mira,Nissen,f,Am Tennisplatz 26,91126,Rednitzhembach
1033,Miriam,Goebel,f,Dachsweg 51,47652,Weeze
1034,Mohammed,Fleck,f,Lange Reise 11,38828,Wegeleben
1036,Nefes,Morgenstern,f,Pastor-Fonck-Weg 22,47533,Kleve
1037,Neva,Fey,f,Schubertstr. 2,70771,Leinfelden-Echterdingen
1038,Nisa,Aust,f,Westerdeich 75,26409,Wittmund
1039,Oleksiivna,Jacobsen,f,Amselsteig 10,29699,Walsrode
1040,Ophelia,Rohr,f,Kerkhofsweg 64,45896,Gelsenkirchen
1041,Palina,Boos,f,Gartenstr. 78,19260,Vellahn
1042,Paola,Klee,f,Uhlandstr. 77,27576,Bremerhaven
1044,Philine,Christmann,f,Moraschstr. 88,86938,Schondorf am Ammersee
1045,Philippa,Rosenthal,f,Untergasse 15,99310,Arnstadt
1046,Rebecca,Rosenberger,f,Prinz-Eugen-Str. 52,53757,Sankt Augustin
1047,Sena,Rein,f,Oldendorfer Str. 94,33790,Halle (Westf.)
1048,Silvia,Lehr,f,Sundernblick 72,37627,Stadtoldendorf
1049,Slavova,Wachter,f,Königsallee 12,37081,Göttingen
1050,Sofie,Kammerer,f,Clara-Zetkin-Str. 78,16792,Zehdenick
1051,Stella,Hock,f,Mahlgasse 40,53819,Neunkirchen-Seelscheid
1052,Stephanie,Gerhard,f,Arnikaweg 93,82327,Tutzing
1053,Teresa,Deutsch,f,Kurze Str. 26,99867,Gotha
1054,Thea,Hermanns,f,Im Kloster 23,16792,Zehdenick
1055,Valerie,Weiser,f,Rückerspfad 22,65510,Idstein
1056,Vera,Wallner,f,Wiegerstr. 98,61389,Schmitten im Taunus
1057,Wilhelmine,Butz,f,Am Schwarzen Moor 84,22926,Ahrensburg
1058,Yuna,Eck,f,Possecker Str. 55,08606,Bösenbrunn
1059,Zehra,Aigner,f,Röhrkesweg 56,45721,Haltern am See
1060,Zelda,Wurm,f,Doerkesplatz 47,41334,Nettetal
1062,Adar,Sell,m,Eglofstal 93,88260,Argenbühl
1063,Ahmed,Fechner,m,Ostlandstr. 48,25560,Schenefeld
1065,Alejandro,Spiegel,m,Paulmannsweg 10,29303,Bergen
1066,Alvar,Pfeil,m,Bessenkamp 36,22149,Hamburg
1068,Andrei,Kleinschmidt,m,Fröbelstr. 79,89264,Weißenhorn
1070,Antonius,Fiebig,m,Karlstr. 97,41334,Nettetal
1071,Aras,Reese,m,Damperhofstr. 36,24103,Kiel
1072,Artemovich,Kamp,m,Gärtnerstr. 6,25451,Quickborn
1073,Aslan,Maul,m,Butzenwinkelstr. 67,88069,Tettnang
1074,August,Wendler,m,Sonnenstr. 16,63785,Obernburg am Main
1075,Aurelius,Holzer,m,Am Mühlenberg 32,15806,Zossen
1076,Azad,Marschall,m,Münsterstr. 32,49477,Ibbenbüren
1077,Benedikt,Siegmund,m,Mühlenweg 9,79650,Schopfheim
1079,Charles,Wortmann,m,Nikolaus-Eseler-Str. 71,55232,Alzey
1081,Constantin,Birk,m,Kleeverhof 48,24784,Westerrönfeld
1082,Cosmo,Weinmann,m,Finkenweg 87,97526,Sennfeld
1083,Deniz,Arlt,m,Martinsgasse 1,99084,Erfurt
1085,Edgar,Kuhl,m,Kaperstr. 84,27572,Bremerhaven
1087,Elian,Ertl,m,Friedrichshof 74,23683,Scharbeutz
1088,Elio,Steiger,m,Kiefernweg 57,86647,Buttenwiesen
1090,Emilov,Reinert,m,Ligusterweg 5,85375,Neufahrn bei Freising
1091,Emmanuel,Holzmann,m,Amselweg 65,71277,Rutesheim
1092,Erich,Poppe,m,Curschmannstr. 12,20251,Hamburg
1093,Erkanov,Hubert,m,Hanns-Fay-Str. 47,67433,Neustadt an der Weinstraße
1094,Fatme,Dietze,m,Forchenweg 95,71292,Friolzheim
1095,Finn,Steinberg,m,Raichbergstr. 64,72119,Ammerbuch
1097,Gabriel,Friedel,m,Birkensteg 24,14532,Stahnsdorf
1098,Halil,Baron,m,Hohlweg 11,74834,Elztal
1099,Hamza,Linden,m,August-Bebel-Str. 22,37170,Uslar
1100,Heinrich,Englert,m,Niemöllerstr. 7,59199,Bönen
1101,Ilyas,Oertel,m,Selverder Str. 23,26670,Uplengen
1102,Isa,Zech,m,Buchental 61,93345,Hausen
1103,Isaiah,Kayser,m,Kapellenweg 10,93476,Blaibach
1105,Johannes,Lenk,m,Neidelstr. 75,91126,Schwabach
1106,Jonas,Aydin,m,Berger Damm 92,49584,Fürstenau
1109,Junis,Lammers,m,Schulze Frenkings Hof 81,48301,Nottuln
1110,Kai,Bothe,m,Hans-Sachs-Gasse 96,90403,Nürnberg
1111,Kian,Huhn,m,Feldmühleplatz 34,40545,Düsseldorf
1112,Latif,Hinze,m,Parkstr. 57,59929,Brilon
1113,Lennart,Steger,m,Zum Messeberg 31,54516,Flußbach
1114,Lilyanov,Fabian,m,Dierdorfer Weg 72,50767,Köln
1115,Linus,Edelmann,m,Lürschauer Weg 11,24850,Schuby
1116,Lio,Carstens,m,Rehteichweg 58,76332,Bad Herrenalb
1117,Luan,Giesen,m,Hauser Weg 28,65599,Dornburg
1119,Lucien,Gebhard,m,Beleckenweg 95,59602,Rüthen
1120,Luke,Greve,m,Martinsweg 47,32139,Spenge
1121,Mahir,Fromm,m,Ottenweg 73,92637,Weiden in der Oberpfalz
1122,Malim,Henschel,m,Am Hohen Gericht 36,98646,Hildburghausen
1123,Mateusz,Timmermann,m,Geselinusweg 50,51069,Köln
1124,Mehmet,Strobl,m,Waigandshainer Str. 1,56477,Waigandshain
1127,Miran,Raschke,m,Am Südhang 36,84494,Niederbergkirchen
1128,Miraç,Rosenkranz,m,Zum Wiesengrund 65,16348,Wandlitz
1129,Mohammad,Markert,m,Fontanestr. 8,69469,Weinheim
1131,Muhammad,Schwenk,m,Welfenallee 35,69181,Leimen
1133,Nathan,Marks,m,In den Erlen 53,37235,Hessisch Lichtenau
1136,Niklas,Rieder,m,Hofgartenweg 43,74245,Löwenstein
1137,Nikolaus,Klink,m,Herzog-Eberhard-Str. 29,72250,Freudenstadt
1138,Noel,Trost,m,Schwalbenstr. 56,79618,Rheinfelden (Baden)
1139,Omar,Groh,m,Leunisstr. 20,31171,Nordstemmen
1140,Oscar,Maus,m,Am Flachlberg 51,93057,Regensburg
1141,Pepe,Stolle,m,Gausmannsweiler 5,73642,Welzheim
1142,Pierre,Kober,m,Wiederkehr 35,94146,Hinterschmiding
1143,Quinn,Stegemann,m,Eckermannstr. 96,29549,Bad Bevensen
1144,Rafael,Reck,m,Dahlienweg 22,12157,Berlin
1145,Ragnar,Tiemann,m,Am Holm 62,25764,Wesselburen
1146,Rufus,Jakobi,m,Kastanienallee 61,17358,Torgelow
1147,Sabri,Laux,m,Gablonzer Str. 66,97769,Bad Brückenau
1148,Senad,Erhardt,m,Goethestr. 2,31535,Neustadt am Rübenberge
1150,Simon,Zabel,m,Eidelweg 73,26529,Osteel
1151,Singh,Schuhmann,m,Von-Burgsdorff-Str. 96,44628,Herne
1152,Sky,Luft,m,Waldweg 27,94577,Winzer
1153,Stefanov,Sasse,m,Calauer Str. 89,03048,Cottbus
1154,Taha,Seibold,m,Langendamm 80,23623,Ahrensbök
1155,Talha,Quast,m,Olenhoffweg 53,21614,Buxtehude
1156,Theodore,Landgraf,m,Dreisch 75,34414,Warburg
1157,Thomas,Stier,m,Grubenweg 56,57581,Katzwinkel (Sieg)
1158,Tony,Frei,m,Talstr. 42,95213,Münchberg
1159,Valentino,Buhl,m,Fichteweg 11,03119,Welzow
1160,Veerapen,Yildirim,m,Am Bühl 96,93486,Runding
1161,Walter,Liebig,m,Im Steinfeld 25,35216,Biedenkopf
1162,Wendelin,Engelke,m,Im Brühl 71,56812,Cochem
1163,Willem,Lederer,m,Zum Kratt 53,24787,Fockbek
1164,William,Nitsch,m,Kirchstr. 7,56271,Kleinmaischeid
1165,Wolfgang,Rauh,m,Im Hänchen 34,57271,Hilchenbach
1166,Yasin,Gutmann,m,Krummlandweg 58,26209,Hatten
1167,Yuliyanov,Bauch,m,Mergentheimer Str. 71,74653,Künzelsau
1168,Yuriiovych,Riemann,m,Alte Herlikofer Str. 36,73574,Iggingen
1170,Christine,Winkel,f,Kritzingergasse 97,14797,Kloster Lehnin
1171,Ella,Schmieder,f,Cadolzburger Str. 59,90556,Seukendorf
1172,Emma,Dahmen,f,Schützenstr. 33,12165,Berlin
1173,Helene,Wegmann,f,Kärrnerwegsiedlung 56,09350,Lichtenstein/Sachsen
1175,Ida,Zapf,f,Kuppelfeldstr. 21,80995,München
1176,Joy,Hain,f,Ahornweg 24,54578,Wiesbaum
1177,Madeleine,Gerken,f,Wilhelm-Kellermann-Str. 91,83308,Trostberg
1178,Margarete,Schnitzler,f,Fährstr. 79,56575,Weißenthurm
1179,Naomi,Goldmann,f,Thorpeplatz 66,44869,Bochum
1181,Abakah,Carstensen,m,Geusmanns 95,91278,Pottenstein
1182,Ahmed,Mattern,m,Ahornweg 29,97228,Rottendorf
1184,Andreas,Reiner,m,Am Zöffelpark 66,08451,Crimmitschau
1185,Anh,Franken,m,Auf den Höfen 88,57299,Burbach
1186,Arthur,Jeske,m,Picassostr. 35,66292,Riegelsberg
1187,Augustin,Zeitler,m,Nierholzstr. 93,44577,Castrop-Rauxel
1190,Henry,Egger,m,Hafenstr. 2,01662,Meißen
1191,Johannes,Gebert,m,Celler Weg 24,29389,Bad Bodenteich
1192,Konstantin,Beckers,m,An den Hainbuchen 80,52477,Alsdorf
1193,Kurt,Stricker,m,Kulmweg 84,86825,Bad Wörishofen
1194,Leo,Weigelt,m,Marßel 53,28719,Bremen
1195,Maria,Olbrich,m,Marinesiedlung 56,29646,Bispingen
1197,Max,Yildiz,m,Börkersweg 91,31311,Uetze
1198,Maximilian,Salzmann,m,Kirchplatz 51,51427,Bergisch Gladbach
1199,Oliver,Lachmann,m,Wenhagener Str. 30,58675,Hemer
1200,Paul,Buhr,m,Im Berge 97,44536,Lünen
1201,Rüdiger,Hunger,m,Hauptstr. 96,95494,Gesees
1202,Wilhelm,Kleemann,m,Wahlstr. 14,99991,Unstrut-Hainich
1203,Maria,Leitner,f,Gartenstr. 58,48712,Gescher
1204,Victoria,Dirks,f,Buchenweg 14,70839,Gerlingen
1205,Aairah,Drexler,f,La-Flèche-Park 67,31683,Obernkirchen
1206,Aalyah,Matthies,f,Im Kamp 91,26810,Westoverledingen
1207,Aaradhana,Manz,f,Arnold-Ebel-Str. 80,25746,Heide
1208,Aarna,Jessen,f,Denninger Str. 97,81927,München
1210,Abigail,Kohn,f,Knick 4,26345,Bockhorn
1211,Abir,Hofmeister,f,Oberes Fischhäusle 67,72178,Waldachtal
1212,Adalena,Rink,f,Gausepohlweg 60,48145,Münster
1213,Adalin,Warnecke,f,Middeldorper Weg 14,45327,Essen
1214,Adanna,Kropp,f,Hostenbacher Str. 93,28309,Bremen
1215,Addelyn,Weidemann,f,Im Löhhof 72,57482,Wenden
1216,Adele,Dittmar,f,Bettina-von-Arnim-Str. 90,64331,Weiterstadt
1217,Aden,Hans,f,Am Schrebergarten 5,99734,Nordhausen
1218,Ai-Vy,Herbert,f,Burgring 27,78166,Donaueschingen
1219,Aicha,Stelzer,f,Am Eiche-Wäldchen 47,64372,Ober-Ramstadt
1220,Aida,Georgi,f,Bögestr. 6,39365,Ummendorf
1221,Aileen,Mundt,f,Eichgartenstr. 33,67373,Dudenhofen
1222,Ailyn,Ley,f,Am Kreuzerbuckl 16,85139,Wettstetten
1223,Aisosa,Rust,f,Woldemeipassage 12,59555,Lippstadt
1225,Aissatu,Weigl,f,Industriestr. 7,47533,Kleve
1226,Aja,Pelzer,f,Mückenstr. 39,41849,Wassenberg
1227,Ajla,Kiel,f,Liedberger Str. 20,41238,Mönchengladbach
1228,Akram,Schmelzer,f,Mörikestr. 39,73655,Plüderhausen
1229,Aksa,Knop,f,Am Kiefernwäldchen 52,17268,Templin
1231,Alaia,Kreutz,f,Erikaweg 74,32139,Spenge
1232,Alaine,Scheuermann,f,Steinbrink 48,45711,Datteln
1233,Alaya,Deppe,f,Ahornstr. 89,16552,Mühlenbecker Land
1234,Albina,Degen,f,Mälzereistr. 29,18147,Rostock
1235,Aldina,Meissner,f,Im Gerstenwinkel 81,59514,Welver
1236,Aleksandra,Hamacher,f,Eschollbrücker Str. 24,64295,Darmstadt
1238,Alexis,Welter,f,Neuhohl 59,67677,Enkenbach-Alsenborn
1239,Alfonsina,Bornemann,f,Käsbergstr. 30,74395,Mundelsheim
1240,Alia,Dombrowski,f,Goldacher Str. 75,85445,Oberding
1241,Aliana,Lamprecht,f,Waldthausenstr. 80,55257,Budenheim
1242,Alicja,Zielke,f,Kapellenstr. 33,92245,Kümmersbruck
1243,Alime,Vogelsang,f,Binsenweg 74,26802,Moormerland
1244,Aline,Janz,f,Sebastian-Bach-Str. 59,56068,Koblenz
1245,Alira,Carl,f,Kornblumenweg 5,53881,Euskirchen
1246,Alisea,Diener,f,Mühlenbecker Str. 20,16567,Mühlenbecker Land
1247,Alisha,Stork,f,Talstr. 64,45964,Gladbeck
1248,Alissa,Stegmann,f,Oderweg 19,51069,Köln
1249,Alissia-Brenda,Biedermann,f,Sandweg 56,26135,Oldenburg
1250,Alisya,Schuller,f,Hiddenseer Str. 44,38518,Gifhorn
1251,Alis̀a-Admira,Denk,f,Unterer Winkel 31,78573,Wurmlingen
1252,Alys,Willmann,f,Brunnenweg 47,55758,Asbach
1253,Amaia,Strecker,f,Von-Schleiffras-Str. 69,36039,Fulda
1254,Amal,Hoffmeister,f,Kunhardtstr. 46,20249,Hamburg
1255,Amar,Streit,f,Rurberger Höhe 77,52152,Simmerath
1256,Amara-Lia,Rommel,f,Parkweg 93,19386,Passow
1258,Amber,Siewert,f,Jägerweg 23,87787,Wolfertschwenden
1259,Ameena-Nour,Schild,f,Kirchenparkweg 21,24806,Hohn
1260,Amela,Obst,f,Vom-Stein-Str. 67,53757,Sankt Augustin
1262,Ameliya,Matz,f,Schloßstr. 90,49545,Tecklenburg
1263,Amely,Gries,f,Fasanenstr. 97,48527,Nordhorn
1264,Amenah,Jankowski,f,Prenzlauer Platz 54,17034,Neubrandenburg
1266,Amidural,Abraham,f,Kirchweg 38,54619,Eschfeld
1267,Amilia-Jona,Willms,f,Ludwig-Thoma-Str. 85,85290,Geisenfeld
1268,Aminata,Luther,f,In den Mühlgärten 92,65611,Brechen
1269,Amira-Jasmin,Merkle,f,Störweg 61,24616,Brokstedt
1270,Amira-Leandra,Anton,f,In der Wann 50,35415,Pohlheim
1271,Amla,Wolfram,f,Kirchplatz 3,89284,Pfaffenhofen an der Roth
1272,Amneh,Gall,f,Rektor-Dorpmund-Str. 47,31177,Harsum
1273,Amy,Arens,f,Teckholzstr. 25,57368,Lennestadt
1274,Amélie,Storch,f,Herrenberg 95,77716,Haslach im Kinzigtal
1276,Anaelle,Dogan,f,Gartenstr. 44,53937,Schleiden
1277,Anais,Bieber,f,Niendorfer Str. 15,22453,Hamburg
1278,Ananda,Brune,f,Hauptstr. 60,14476,Potsdam
1279,Anastasia-Karla,Lucas,f,Zum Alten Siepen 53,59821,Arnsberg
1280,Anastasija-Valentina,Klassen,f,Ziegelweiher 28,91183,Abenberg
1281,Anayka,Pauly,f,Lindenweg 39,71706,Markgröningen
1282,Andrea,Pelz,f,Albrecht-Dürer-Str. 50,95615,Marktredwitz
1283,Andreea,Meinhardt,f,Ludwig-Jahn-Str. 76,31628,Landesbergen
1284,Aneliya,Wrobel,f,Hansjakobstr. 53,79183,Waldkirch
1285,Angela,Rosenberg,f,Mörikestr. 74,72800,Eningen unter Achalm
1286,Angelia,Brandenburg,f,Heckenweg 8,48336,Sassenberg
1287,Angeliki,Strasser,f,Am Wall 2,32805,Horn-Bad Meinberg
1290,Anisa,Kleiner,f,Ringstr. 53,19243,Wittendörp
1292,Annabell,Gerke,f,Stadionstr. 85,29574,Ebstorf
1293,Annabelle,Lohr,f,Bucher Weg 26,16356,Ahrensfelde
1294,Annalea,Schlichting,f,Sandweg 2,27612,Loxstedt
1295,Annalisa,Christoph,f,Wiesenweg 81,36414,Unterbreizbach
1296,Annika,Scheibe,f,Buchholzer Ufer 21,32469,Petershagen
1297,Anouk,Knopp,f,Kiefernhorst 82,02953,Bad Muskau
1298,Anvi,Landwehr,f,Verbindungsweg 69,66571,Eppelborn
1299,Anysah,Hauschild,f,Helene-Wessel-Weg 82,46414,Rhede
1300,Arabella,Schmalz,f,Kaulberg 98,98663,Heldburg
1304,Arielle,Ecker,f,Rappenweg 85,33649,Bielefeld
1306,Arnika,Nielsen,f,Triebweg 34,74542,Braunsbach
1307,Arven,Radke,f,Hauptstr. 87,16278,Angermünde
1308,Arvenna,Uhlmann,f,Droßlingstr. 39,46244,Bottrop
1309,Arya,Loch,f,Mühlsteig 77,72401,Haigerloch
1311,Aselya,Knecht,f,Waldheideweg 74,46562,Voerde (Niederrhein)
1312,Asija,Weil,f,Drosselweg 63,06449,Aschersleben
1313,Asil,Linde,f,In den Herrgärten 15,66793,Saarwellingen
1316,Asmin,Welz,f,Hardtgasse 50,99820,Hörselberg-Hainich
1317,Assa,Bollmann,f,Auf der Fallscheuer 88,56729,Kehrig
1318,Asta,Bartz,f,Sonnenblumenweg 69,84478,Waldkraiburg
1319,Athena,Eichner,f,Gleimenhainer Str. 43,35279,Neustadt
1320,Atiena,Heymann,f,Jutta-von-Hattstein-Str. 69,66802,Überherrn
1321,Audrey,Stengel,f,Wohlauer Str. 54,90537,Feucht
1322,Aurelle,Keim,f,Am Ludwigskanal 40,92339,Beilngries
1323,Aurora-Maria,Gabler,f,Marienstr. 49,65589,Hadamar
1324,Aurélia,Bott,f,Wendelin-Morgenthaler-Str. 34,77855,Achern
1325,Aurélie,Reiche,f,Hauptstr. 39,66709,Weiskirchen
1326,Avelina,Martini,f,Am Anfang 62,09306,Rochlitz
1329,Avina,Dahm,f,Arthur-Hustig-Str. 89,01454,Wachau
1330,Aviva,Brill,f,Rusch 31,25358,Horst
1332,Awenn,Pohle,f,Breslauer Ring 87,37197,Hattorf am Harz
1333,Aybike,Kahle,f,Zum Lindert 41,49838,Lengerich
1334,Ayda,Danner,f,Macerata-Platz 69,92637,Weiden in der Oberpfalz
1335,Aykız,Hirt,f,Bahnhofstr. 47,36280,Oberaula
1336,Aylaa,Spitzer,f,Berger Str. 43,19348,Berge
1337,Aylin-Ela,Koslowski,f,Krugtorstr. 26,39539,Havelberg
1338,Aylis,Manthey,f,Elsterweg 86,64342,Seeheim-Jugenheim
1339,Ayliz,Erb,f,Erbsenäckerweg 57,73760,Ostfildern
1340,Ayse,Weimer,f,Schusterweg 66,17214,Silz
1341,Aysha,Blanke,f,Silberpappelweg 40,59075,Hamm
1342,Ayşe,Kretschmann,f,Fredersdorfer Chaussee 78,15370,Fredersdorf-Vogelsdorf
1343,Azar,Donath,f,Zeisigweg 3,38820,Halberstadt
1344,Azhar,Holl,f,Fußgängerbrücke Bellenkamp 22,44801,Bochum
1345,Açelya,Kempe,f,Eichenweg 32,96479,Weitramsdorf
1346,Bachira,Wende,f,Ramselweg 22,33647,Bielefeld
1347,Badiya,Ring,f,Neue Str. 21,71134,Aidlingen
1348,Batul,Dengler,f,Forstweg 96,16775,Löwenberger Land
1349,Bayan,Oster,f,Eichendorffstr. 89,34327,Körle
1350,Başak,Gast,f,Friedrichstr. 41,70794,Filderstadt
1351,Belinay,Bartl,f,Kupferbergstr. 10,37445,Walkenried
1352,Beliz,Kreis,f,Nelkenweg 56,97276,Margetshöchheim
1353,Belsan,Kuhnert,f,Amselweg 8,36275,Kirchheim
1354,Bensu,Kress,f,Crottendorfer Str. 12,04317,Leipzig
1355,Berfe,Grothe,f,Am Ringofen 69,56566,Neuwied
1356,Berfin,Benner,f,Rotwegener Weg 60,22949,Ammersbek
1357,Berin,Strack,f,Jungfernmühle 97,21147,Hamburg
1358,Beritan,Jeschke,f,Im Nierenfelde 65,31061,Alfeld (Leine)
1360,Berra,Eberhard,f,Culturweg 39,26939,Ovelgönne
1361,Bilgenur,Kreutzer,f,Goldammerweg 27,21509,Glinde
1362,Bisan,Sack,f,Am Stromberg 91,32683,Barntrup
1363,Blanka,Drees,f,Kirchenstr. 84,25335,Elmshorn
1365,Bogdana,Schuldt,f,Römerstr. 36,88499,Riedlingen
1366,Bonita,Hauke,f,Marie-Curie-Str. 11,49624,Löningen
1367,Bora,Kopf,f,Rahlstedter Stieg 25,22147,Hamburg
1368,Bozhena,Hillmann,f,Wassergasse 27,79843,Löffingen
1369,Bozhidara,Suhr,f,Hinterdorf  74,95683,Ebnath
1370,Brenda,Pagel,f,Oskar-Baumann-Str. 69,90596,Schwanstetten
1371,Briana,Wenz,f,Schützenstr. 40,95703,Plößberg
1372,Briddhi,Borchardt,f,Peterstr. 21,47475,Kamp-Lintfort
1373,Brielle,Ludewig,f,Ziegeleiweg 20,01917,Kamenz
1375,Bryana,Buchwald,f,Corneliuspark 16,42329,Wuppertal
1376,Bushra,Reschke,f,Heerstedter Mühlenweg 87,27616,Beverstedt
1377,Büşra,Senger,f,Keplerstr. 18,50823,Köln
1378,Cami,Niedermeier,f,Birkenstr. 86,91233,Neunkirchen a. Sand
1379,Camilla,Arendt,f,Oberer Graben 86,08527,Plauen
1380,Canan,Grewe,f,Schwesternstr. 4,65936,Frankfurt am Main
1381,Cansu,Dahl,f,Parallelweg 12,28219,Bremen
1382,Cara,Huck,f,Am Schroon 94,48531,Nordhorn
1383,Carmen,Schult,f,Hambergstr. 55,37235,Hessisch Lichtenau
1384,Carola,Maiwald,f,Hermann-Berg-Str. 36,72336,Balingen
1385,Caroline,Ross,f,Kiebitzweg 12,30880,Laatzen
1386,Ceana,Droste,f,Moltkestr. 32,76689,Karlsdorf-Neuthard
1388,Cecília,Karg,f,Pfarrer-Rosenkranz-Str. 27,56642,Kruft
1389,Celeste,Gruner,f,Detterstr. 85,92421,Schwandorf
1390,Celia,Helms,f,Karl-Kammer-Str. 92,77933,Lahr/Schwarzwald
1391,Celin,Georg,f,Mühlstr. 85,89547,Gerstetten
1392,Cemre,Mager,f,Obere Bahnhofstr. 32,91541,Rothenburg ob der Tauber
1393,Ceren,Bergner,f,Zum Goldberg 46,06118,Halle (Saale)
1394,Ceyla,Hilger,f,Möwenstr. 82,26919,Brake
1395,Ceylin,Strunk,f,Moorredder 43,22359,Hamburg
1396,Chahd,Teichert,f,Am Stadtgraben 53,33829,Borgholzhausen
1397,Chalina,Eich,f,Rienharzer Str. 20,73553,Alfdorf
1398,Charleen,Willems,f,Schützenstr. 23,97702,Münnerstadt
1399,Charlotte-Sophie,Schiemann,f,Oberkonnersreuther Str. 91,95448,Bayreuth
1400,Chinelo,Mueller,f,Bergallee 83,01917,Kamenz
1401,Choukouriyath,Schwan,f,Vorthuiyser Weg 17,46499,Hamminkeln
1402,Christina,Koop,f,Im Spitzhau 24,70771,Leinfelden-Echterdingen
1403,Cilin,Sandmann,f,Hartstr. 25,67734,Katzweiler
1404,Cinyn,Geppert,f,Pollerbäumchen 37,41169,Mönchengladbach
1405,Cirine,Ramm,f,Römersteinweg 76,70794,Filderstadt
1406,Claire,Reith,f,Strohhof 71,06246,Goethestadt Bad Lauchstädt
1407,Clarissa,Weinhold,f,Holdenried 15,87487,Wiggensbach
1408,Clementina,Kersting,f,Tannenweg 87,35099,Burgwald
1409,Clementine,Best,f,Bründelweg 50,68799,Reilingen
1410,Cléo,Rottmann,f,Abendseglersteig 46,12589,Berlin
1411,Colette,Bretschneider,f,Hainstr. 14,24768,Rendsburg
1412,Constanza,Buch,f,Hinter den Höfen 31,37647,Brevörde
1413,Cora,Schreck,f,Hohe Str. 93,72805,Lichtenstein
1414,Cosma,Grebe,f,Fuchssteinweg 64,08209,Auerbach/Vogtland
1415,Crina-Maria,Rott,f,Brückengasse 46,66953,Pirmasens
1416,Cristina,Engelbrecht,f,Liegnitzer Str. 29,92637,Weiden in der Oberpfalz
1417,Cäcilia,Drewes,f,Kölner Str. 57,57290,Neunkirchen
1418,Cécilia,Geist,f,Erdinger Str. 70,51597,Morsbach
1419,Céleste,Geis,f,Emil-Nolde-Str. 92,50259,Pulheim
1420,Daania,Kaul,f,Brunhildstr. 96,93051,Regensburg
1421,Dafina,Krauss,f,Brahmsstr. 6,90530,Wendelstein
1422,Dahlia,Arslan,f,Eduard-Stehle-Str. 48,88427,Bad Schussenried
1425,Dalya,Steuer,f,Alte Landstr. 94,35753,Greifenstein
1426,Damaris-Viorica,Tietze,f,Überlinger Weg 51,81243,München
1427,Daphni,Hofbauer,f,Am Rethorner Feld 34,27777,Ganderkesee
1428,Darija,Tischer,f,Zum Hahnefehn 68,49699,Lindern (Oldenburg)
1430,Darla,Friesen,f,Barlachweg 89,40724,Hilden
1433,Dehlia-Mae,Singh,f,Im Wiesenfeld 10,21394,Westergellersen
1434,Denise,Braune,f,Keltenweg 21,72149,Neustetten
1436,Desirée,Esch,f,Aachener Str. 28,53879,Euskirchen
1438,Dia,Hirschmann,f,Bogenstr. 67,33154,Salzkotten
1439,Dila,Wunder,f,Winterrieder Str. 89,87727,Babenhausen
1440,Dilan,Bloch,f,Kleinmecka 88,04603,Nobitz
1441,Dina,Wieser,f,Korellweg 41,64846,Groß-Zimmern
1443,Divine,Althoff,f,Zum Bahnhof 67,39122,Magdeburg
1444,Diyana,Speck,f,Bergstr. 5,77971,Kippenheim
1445,Djannat,Veith,f,Bergstr. 68,59964,Medebach
1446,Djemile,Salomon,f,Sophienstr. 13,42653,Solingen
1447,Djoukui,Dunkel,f,Steinweg 65,31234,Edemissen
1449,Donya,Melcher,f,Titus-Brandsma-Str. 27,47559,Kranenburg
1450,Dorothea,Jentsch,f,Bachstr. 54,08297,Zwönitz
1451,Doğa,Reusch,f,Ruschbaden 3,28832,Achim
1452,Dunja,Dietl,f,Dorfstr. 17,17309,Schönwalde
1453,Duru,Dammann,f,Höfatsweg 49,89269,Vöhringen
